iter	Passed	Remaining
311	45018	55984
312	45170	55849
313	45337	55733
314	45524	55641
315	45672	55500
316	45818	55358
317	45961	55211
318	46102	55063
319	46229	54898
320	46362	54739
321	46515	54605
322	46662	54463
323	46803	54315
324	46984	54213
325	47167	54112
326	47314	53970
327	47457	53823
328	47600	53677
329	47728	53513
330	47887	53384
331	48022	53229
332	48203	53125
333	48352	52984
334	48501	52844
335	48645	52699
336	48812	52578
337	48971	52448
338	49136	52325
339	49291	52191
340	49444	52054
341	49598	51919
342	49747	51777
343	49890	51630
344	50025	51475
345	50162	51321
346	50286	51156
347	50439	51018
348	50589	50879
349	50732	50732
350	50892	50602
351	51070	50490
352	51228	50357
353	51377	50216
354	51540	50088
355	51684	49942
356	51831	49798
357	51971	49649
358	52124	49511
359	52334	49426
360	52465	49268
361	52600	49112
362	52734	48957
363	52875	48807
364	53022	48664
365	53163	48515
366	53298	48360
367	53444	48215
368	53584	48066
369	53726	47917
370	53860	47763
371	54014	47625
372	54151	47473
373	54297	47328
374	54431	47174
375	54563	47017
376	54703	46868
377	54847	46721
378	54967	46555
379	55106	46405
380	55237	46248
381	55379	46101
382	55512	45946
383	55669	45811
384	55822	45672
385	55983	45541
386	56119	45388
387	56257	45237
388	56404	45094
389	56591	44983
390	56725	44829
391	56857	44673
392	56997	44524
393	57150	44385
394	57279	44228
395	57432	44089
396	57579	43945
397	57714	43793
398	57865	43652
399	58011	43508
400	58154	43361
401	58282	43204
402	58407	43044
403	58551	42899
404	58676	42740
405	58812	42588
406	58946	42435
407	59093	42292
408	59230	42141
409	59377	41998
410	59506	41842
411	59645	41694
412	59776	41539
413	59943	41410
414	60084	41262
415	60225	41115
416	60353	40959
417	60497	40814
418	60651	40675
419	60788	40525
420	60920	40372
421	61076	40235
422	61214	40085
423	61349	39935
424	61481	39782
425	61608	39626
426	61736	39471
427	61880	39325
428	62014	39174
429	62168	39036
430	62306	38887
431	62432	38731
432	62571	38583
433	62723	38443
434	62865	38297
435	62990	38140
436	63138	37998
437	63286	37856
438	63428	37710
439	63559	37558
440	63696	37408
441	63834	37261
442	63964	37107
443	64112	36965
444	64281	36835
445	64431	36694
446	64569	36546
447	64702	36395
448	64855	36255
449	65008	36115
450	65146	35967
451	65284	35819
452	65412	35666
453	65541	35513
454	65673	35362
455	65803	35210
456	65940	35062
457	66075	34913
458	66200	34758
459	66329	34606
460	66458	34454
461	66590	34303
462	66726	34155
463	66863	34008
464	66987	33853
465	67122	33705
466	67247	33551
467	67413	33418
468	67575	33283
469	67770	33164
470	67937	33031
471	68140	32915
472	68336	32795
473	68514	32667
474	68715	32549
475	68905	32426
476	69086	32298
477	69284	32178
478	69455	32045
479	69647	31921
480	69815	31787
481	69970	31646
482	70123	31504
483	70272	31361
484	70403	31209
485	70539	31060
486	70684	30915
487	70866	30786
488	71040	30653
489	71191	30510
490	71330	30362
491	71500	30228
492	71662	30089
493	71820	29949
494	71962	29802
495	72111	29658
496	72249	29510
497	72400	29367
498	72537	29218
499	72683	29073
500	72812	28921
501	72966	28779
502	73114	28635
503	73255	28488
504	73409	28346
505	73556	28201
506	73697	28054
507	73834	27905
508	73967	27756
509	74122	27614
510	74266	27468
511	74418	27325
512	74574	27183
513	74720	27038
514	74868	26894
515	75012	26748
516	75168	26607
517	75317	26463
518	75446	26311
519	75591	26166
520	75721	26015
521	75852	25865
522	75994	25718
523	76171	25584
524	76309	25436
525	76438	25285
526	76580	25139
527	76707	24987
528	76831	24835
529	76976	24690
530	77107	24540
531	77250	24395
532	77377	24243
533	77515	24096
534	77639	23945
535	77780	23798
536	77909	23648
537	78050	23502
538	78185	23354
539	78315	23204
540	78449	23056
541	78592	22910
542	78744	22767
543	78886	22621
544	79024	22474
545	79174	22331
546	79308	22183
547	79447	22036
548	79571	21885
549	79713	21739
550	79845	21591
551	79991	21446
552	80139	21302
553	80275	21155
554	80416	21009
555	80550	20862
556	80682	20713
557	80837	20571
558	80967	20422
559	81116	20279
560	81248	20131
561	81389	19985
562	81519	19836
563	81655	19689
564	81790	19542
565	81930	19397
566	82068	19250
567	82207	19104
568	82333	18955
569	82462	18807
570	82588	18658
571	82726	18512
572	82855	18364
573	82978	18214
574	83106	18066
575	83236	17918
576	83368	17771
577	83490	17622
578	83630	17477
579	83754	17328
580	83880	17180
581	84022	17035
582	84149	16887
583	84274	16739
584	84397	16591
585	84532	16444
586	84655	16296
587	84788	16150
588	84917	16003
589	85047	15856
590	85174	15709
591	85308	15563
592	85444	15417
593	85576	15271
594	85693	15122
595	85817	14974
596	85935	14826
597	86082	14683
598	86211	14536
599	86351	14391
600	86489	14246
601	86623	14101
602	86752	13955
603	86880	13808
604	87031	13666
605	87166	13520
606	87294	13374
607	87421	13228
608	87549	13082
609	87684	12937
610	87821	12792
611	87949	12646
612	88077	12500
613	88232	12358
614	88367	12213
615	88495	12067
616	88617	11921
617	88772	11778
618	88891	11631
619	89026	11487
620	89145	11340
