iter	RMSE
420	3.557697743
421	3.557488569
422	3.557258774
423	3.55711085
424	3.556715557
425	3.556486163
426	3.556249728
427	3.55601266
428	3.55587256
429	3.555740652
430	3.55541671
431	3.555159519
432	3.554814467
433	3.554518561
434	3.554187361
435	3.554016563
436	3.553933705
437	3.553785796
438	3.553609579
439	3.553359823
440	3.55301637
441	3.552621458
442	3.552345841
443	3.551992161
444	3.551797887
445	3.551468095
446	3.551266418
447	3.551022909
448	3.55040615
449	3.550070239
450	3.549946194
451	3.549641704
452	3.549478734
453	3.549304343
454	3.549185928
455	3.549096067
456	3.548804835
457	3.548685368
458	3.548503837
459	3.547724666
460	3.547569661
461	3.547382782
462	3.547235025
463	3.54697957
464	3.546749532
465	3.546412938
466	3.545936863
467	3.545739777
468	3.545510386
469	3.545158417
470	3.544848394
471	3.544467988
472	3.544136207
473	3.543850753
474	3.54351958
475	3.543277047
476	3.543024019
477	3.542853
478	3.542754843
479	3.542483658
480	3.542320224
481	3.542203135
482	3.541837414
483	3.541587925
484	3.541255492
485	3.540991823
486	3.540650865
487	3.540394988
488	3.540200309
489	3.539881625
490	3.539744192
491	3.539525194
492	3.539268027
493	3.539055194
494	3.538826411
495	3.538613134
496	3.538320997
497	3.537989146
498	3.537839896
499	3.537635771
500	3.537341598
501	3.537016004
502	3.53632748
503	3.535983924
504	3.535831575
505	3.535706838
506	3.535582134
507	3.535331895
508	3.535072591
509	3.534926078
510	3.534533076
511	3.534234879
512	3.534045592
513	3.533503692
514	3.533141842
515	3.532942399
516	3.532624255
517	3.532340293
518	3.531978509
519	3.531634114
520	3.531453421
521	3.531262506
522	3.530877726
523	3.530724753
524	3.530554603
525	3.53014815
526	3.529776618
527	3.529602239
528	3.529383593
529	3.529179715
530	3.528988069
531	3.528864672
532	3.528578533
533	3.528312853
534	3.52814529
535	3.52781763
536	3.527468258
537	3.527030505
538	3.526839444
539	3.526515903
540	3.526297759
541	3.526057864
542	3.525830136
543	3.525620734
544	3.525481555
545	3.525231254
546	3.524975582
547	3.524762886
548	3.524631044
549	3.524362984
550	3.52410722
551	3.52393483
552	3.523625265
553	3.523177111
554	3.522876246
555	3.522625575
556	3.522375408
557	3.521966053
558	3.521737863
559	3.521628584
560	3.521447692
561	3.520926957
562	3.520829026
563	3.520707075
564	3.520569361
565	3.520370313
566	3.520169787
567	3.520074659
568	3.519820249
569	3.519604577
570	3.519526932
571	3.519171147
572	3.51904034
573	3.518878604
574	3.518549239
575	3.518318594
576	3.518089639
577	3.51786256
578	3.51751072
579	3.517319181
580	3.517051627
581	3.516845713
582	3.516572577
583	3.51635671
584	3.516211706
585	3.515906392
586	3.515635504
587	3.515134432
588	3.514895816
589	3.514516185
590	3.514114669
591	3.513834022
592	3.513521254
593	3.51333241
594	3.51317276
595	3.513075342
596	3.512741459
597	3.512571476
598	3.51238385
599	3.512106675
600	3.511947117
601	3.511777907
602	3.51158443
603	3.511359287
604	3.511061048
605	3.510951967
606	3.510611832
607	3.510438666
608	3.510066766
609	3.509845785
610	3.509515624
611	3.508959349
612	3.508807606
613	3.508575883
614	3.508251686
615	3.508122488
616	3.50790593
617	3.507813203
618	3.50766984
619	3.507436692
620	3.507154705
621	3.506845725
622	3.506588035
623	3.506421166
624	3.506149736
625	3.506061228
626	3.505820144
627	3.505668355
628	3.50530353
629	3.505169589
630	3.504953645
631	3.504703706
632	3.504447687
633	3.50419563
634	3.503778476
635	3.50362922
636	3.503348213
637	3.5031775
638	3.502904882
639	3.502599925
640	3.502402514
641	3.502167291
642	3.501873658
643	3.501379453
644	3.501047064
645	3.500897371
646	3.500571808
647	3.500199738
648	3.50010569
649	3.499968807
650	3.499718186
651	3.49931734
652	3.499123159
653	3.498930615
654	3.498734747
655	3.498463521
656	3.498220794
657	3.498012674
658	3.497726612
659	3.497386547
660	3.497149727
661	3.497013986
662	3.496885915
663	3.49648415
664	3.496300236
665	3.49600097
666	3.495781933
667	3.495710984
668	3.495564019
669	3.49528512
670	3.495070266
671	3.494750535
672	3.494506308
673	3.494239326
674	3.494045908
675	3.493792897
676	3.493517271
677	3.493364376
678	3.493181081
679	3.493072569
680	3.492774423
681	3.492604449
682	3.492236377
683	3.492019264
684	3.491813685
685	3.491497513
686	3.49120256
687	3.490841937
688	3.490696589
689	3.490453271
690	3.490203072
691	3.489924732
